tempC,Q-Enginyeria (Cos Central) [kWh] [Q-Enginyeria],date,WindGustKmph,windspeedMiles,winddirDegree,visibility,cloudcover,time,weatherCode,DewPointC,HeatIndexC,precipMM,pressure,humidity,FeelsLikeC,WindChillC,Q-Enginyeria (Química) [kWh] [Q-Enginyeria],Q-Enginyeria (Espina 4) [kWh] [Q-Enginyeria],windspeedKmph,uvIndex
13,38.03,2022-06-25,11,2,184,10,10,0.0,113,9,13,0.0,1017,79,13,13,137.93,1.99,4,1
12,38.23,2022-06-25,14,3,181,10,14,1.0,113,9,12,0.0,1016,79,12,12,136.47,1.99,4,1
12,37.50,2022-06-25,17,3,179,10,17,2.0,113,9,12,0.0,1016,79,12,12,132.53,2.00,5,1
11,38.23,2022-06-25,19,3,176,10,21,3.0,113,9,11,0.0,1016,80,11,11,133.00,1.98,5,1
11,37.27,2022-06-25,19,3,183,10,17,4.0,113,8,11,0.0,1015,81,11,11,133.60,1.96,5,1
11,38.00,2022-06-25,20,3,189,10,13,5.0,113,8,11,0.0,1015,82,11,11,129.40,2.01,5,1
11,35.23,2022-06-25,21,3,195,10,9,6.0,113,7,11,0.0,1015,83,11,11,131.93,1.92,5,4
12,36.00,2022-06-25,23,4,200,10,10,7.0,113,8,12,0.0,1014,72,12,12,131.53,1.87,7,4
15,35.27,2022-06-25,22,6,204,10,11,8.0,113,8,15,0.0,1013,61,14,14,138.60,2.00,9,4
17,35.97,2022-06-25,24,7,209,10,13,9.0,113,7,17,0.0,1013,50,17,17,140.53,1.88,12,5
18,36.77,2022-06-25,27,9,211,10,11,10.0,113,6,18,0.0,1012,46,18,18,146.00,1.93,14,5
18,36.27,2022-06-25,31,10,213,10,10,11.0,113,6,18,0.0,1012,43,18,18,152.00,1.88,16,5
19,37.23,2022-06-25,35,11,215,10,8,12.0,113,6,19,0.0,1012,39,19,19,153.67,1.93,18,5
19,37.50,2022-06-25,35,10,205,10,29,13.0,116,7,19,0.0,1012,45,19,19,151.80,1.92,16,5
19,37.50,2022-06-25,32,8,194,10,51,14.0,116,8,19,0.0,1012,51,19,19,150.73,1.93,13,5
19,36.77,2022-06-25,30,7,183,10,72,15.0,119,10,19,0.0,1012,57,19,19,147.73,1.95,11,4
19,37.50,2022-06-25,27,6,178,10,73,16.0,119,10,19,0.0,1012,63,19,19,151.20,1.91,10,4
19,37.73,2022-06-25,20,5,172,10,75,17.0,119,11,19,0.0,1012,68,19,19,148.33,1.94,9,4
19,37.00,2022-06-25,17,5,167,10,76,18.0,119,11,19,0.0,1012,73,19,19,148.60,1.92,8,1
18,37.53,2022-06-25,15,4,149,10,65,19.0,119,11,18,0.0,1012,78,18,18,150.00,1.91,6,1
16,37.23,2022-06-25,14,3,131,10,54,20.0,299,12,16,0.9,1013,82,16,16,145.93,2.03,5,1
15,37.50,2022-06-25,12,2,113,10,79,21.0,176,12,15,0.1,1014,87,15,15,144.00,2.01,4,1
15,38.50,2022-06-25,12,2,127,10,55,22.0,116,11,15,0.0,1014,87,15,15,144.53,2.01,3,1
14,37.50,2022-06-25,10,2,142,10,67,23.0,119,11,14,0.0,1015,88,15,15,140.47,2.00,3,1
13,37.50,2022-06-26,10,2,156,10,80,0.0,119,11,13,0.0,1015,89,13,13,133.00,2.00,3,1
13,37.73,2022-06-26,12,2,162,10,55,1.0,116,10,13,0.0,1015,88,14,14,132.33,2.01,3,1
12,37.50,2022-06-26,13,2,169,10,30,2.0,116,10,12,0.0,1015,87,13,13,129.07,2.00,4,1
12,37.27,2022-06-26,15,3,176,10,6,3.0,113,9,12,0.0,1015,86,12,12,127.07,2.00,5,1
12,37.50,2022-06-26,15,3,173,10,6,4.0,113,9,12,0.0,1015,86,12,12,125.93,2.00,5,1
12,37.73,2022-06-26,15,3,170,10,6,5.0,113,8,12,0.0,1015,85,12,12,127.00,1.99,4,1
12,35.73,2022-06-26,13,3,167,10,6,6.0,113,8,12,0.0,1015,84,13,13,127.47,1.94,4,4
14,35.03,2022-06-26,14,4,173,10,6,7.0,113,9,14,0.0,1014,74,14,14,130.00,1.95,6,4
15,36.23,2022-06-26,16,5,178,10,6,8.0,113,8,15,0.0,1013,65,15,15,135.53,1.89,8,4
17,37.00,2022-06-26,19,6,184,10,5,9.0,113,8,17,0.0,1013,55,17,17,141.60,1.92,10,5
19,35.77,2022-06-26,22,8,183,10,9,10.0,113,9,19,0.0,1013,51,19,19,147.47,1.95,13,5
20,37.00,2022-06-26,31,9,183,10,13,11.0,113,9,20,0.0,1012,47,20,20,152.60,2.05,15,6
20,36.73,2022-06-26,32,11,182,10,73,12.0,299,7,20,0.6,1012,43,20,20,154.00,1.90,17,4
21,36.50,2022-06-26,29,9,183,10,80,13.0,176,8,21,0.2,1012,43,21,21,156.93,1.93,14,5
21,37.77,2022-06-26,31,7,185,10,75,14.0,176,8,24,0.1,1012,43,21,21,155.53,1.93,12,5
22,36.73,2022-06-26,29,8,186,10,86,15.0,176,9,24,0.1,1012,43,22,22,154.13,1.94,13,5
21,37.00,2022-06-26,25,10,184,10,85,16.0,176,9,24,0.1,1011,45,21,21,153.00,1.91,16,5
21,37.00,2022-06-26,17,7,181,10,14,17.0,113,9,24,0.0,1011,47,21,21,154.47,1.94,11,6
21,36.77,2022-06-26,15,5,179,10,15,18.0,113,10,21,0.0,1011,49,21,21,150.87,1.94,8,1
18,36.73,2022-06-26,13,4,166,10,16,19.0,113,10,18,0.0,1012,63,18,18,152.00,1.94,6,1
17,37.00,2022-06-26,10,5,153,10,88,20.0,176,13,17,0.2,1013,76,17,17,147.60,1.92,8,1
15,36.77,2022-06-26,8,3,140,10,18,21.0,113,14,15,0.0,1013,90,15,15,146.40,2.10,5,1
15,38.50,2022-06-26,11,3,145,10,18,22.0,113,13,15,0.0,1014,91,16,16,142.47,2.03,5,1
14,38.00,2022-06-26,11,3,150,10,17,23.0,113,13,14,0.0,1015,92,15,15,141.53,2.02,4,1
14,38.50,2022-06-27,10,2,156,10,17,0.0,113,13,14,0.0,1015,93,15,15,138.00,2.03,4,1
14,37.73,2022-06-27,10,2,177,10,19,1.0,113,13,14,0.0,1015,93,14,14,138.00,2.00,3,1
13,37.27,2022-06-27,11,2,198,10,74,2.0,176,12,13,0.2,1016,94,13,13,136.93,2.00,3,1
13,38.00,2022-06-27,11,2,219,10,75,3.0,176,12,13,0.1,1016,94,13,13,135.40,2.01,3,1
12,39.30,2022-06-27,12,2,148,10,20,4.0,113,11,12,0.0,1016,91,12,12,136.07,2.37,3,1
11,47.90,2022-06-27,13,2,76,10,18,5.0,113,10,11,0.0,1016,87,11,11,136.13,3.42,3,1
11,66.20,2022-06-27,14,2,5,10,16,6.0,113,9,11,0.0,1016,84,11,11,235.20,5.12,3,4
13,129.23,2022-06-27,14,2,65,10,21,7.0,113,10,13,0.0,1016,76,13,13,498.93,12.21,3,4
14,153.43,2022-06-27,15,2,126,10,26,8.0,116,10,14,0.0,1016,69,15,15,538.20,14.42,3,4
16,185.23,2022-06-27,13,2,187,10,73,9.0,176,10,16,0.3,1016,61,16,16,542.47,17.59,4,4
16,193.53,2022-06-27,16,3,164,10,70,10.0,176,10,16,0.3,1016,62,16,16,568.20,18.20,5,4
17,194.73,2022-06-27,15,3,141,9,74,11.0,176,11,17,0.3,1016,62,17,17,553.27,18.86,6,4
17,189.43,2022-06-27,20,4,119,9,51,12.0,176,12,17,0.2,1016,63,17,17,551.07,19.22,6,4
17,190.57,2022-06-27,19,3,95,9,51,13.0,299,13,17,0.6,1017,70,17,17,574.80,19.22,5,4
17,182.63,2022-06-27,16,3,70,10,52,14.0,305,13,17,1.2,1018,76,17,17,589.60,17.56,4,4
17,173.40,2022-06-27,15,2,46,10,52,15.0,176,14,17,0.1,1018,83,17,17,591.93,17.28,3,4
16,166.20,2022-06-27,17,2,147,10,52,16.0,176,14,16,0.3,1019,86,16,16,585.40,17.37,4,4
14,158.43,2022-06-27,17,3,248,10,52,17.0,305,13,14,1.0,1019,89,15,15,549.07,17.46,5,3
14,129.73,2022-06-27,17,4,349,10,52,18.0,305,13,14,1.3,1019,93,14,14,477.40,15.70,6,1
13,60.70,2022-06-27,16,4,349,7,68,19.0,356,12,13,1.6,1020,94,13,13,160.93,7.37,6,1
14,54.67,2022-06-27,14,4,350,3,84,20.0,299,12,14,0.7,1021,96,13,13,142.00,3.88,7,1
13,49.23,2022-06-27,13,4,350,0,100,21.0,305,12,13,1.2,1022,98,13,13,141.47,3.53,7,1
12,45.20,2022-06-27,15,4,350,3,96,22.0,299,11,12,0.8,1022,98,12,12,143.40,3.08,7,1
11,38.47,2022-06-27,16,5,350,7,92,23.0,299,11,11,0.6,1023,98,11,11,140.53,2.20,7,1
11,38.00,2022-06-28,18,5,351,10,88,0.0,176,10,11,0.3,1023,98,10,10,136.00,2.17,8,1
10,38.03,2022-06-28,20,5,349,7,82,1.0,176,9,10,0.1,1022,97,9,9,132.60,2.21,8,1
9,37.73,2022-06-28,20,5,348,5,75,2.0,119,8,9,0.0,1022,96,8,8,129.93,2.20,8,1
8,37.23,2022-06-28,18,5,346,2,68,3.0,119,7,8,0.0,1022,96,7,7,131.93,2.20,9,1
8,39.30,2022-06-28,21,5,348,5,51,4.0,116,7,8,0.0,1022,95,7,7,133.00,2.51,8,1
8,47.10,2022-06-28,20,4,350,7,33,5.0,116,6,8,0.0,1021,93,7,7,134.47,3.71,7,1
8,69.30,2022-06-28,18,4,352,10,16,6.0,113,6,8,0.0,1021,92,7,7,202.53,5.64,6,3
10,133.67,2022-06-28,18,3,302,10,13,7.0,113,7,10,0.0,1020,81,9,9,385.13,12.79,5,3
12,151.43,2022-06-28,14,3,252,10,10,8.0,113,8,12,0.0,1020,71,12,12,393.73,12.70,4,4
15,166.83,2022-06-28,13,2,202,10,7,9.0,113,9,15,0.0,1019,60,15,15,445.33,13.14,4,4
16,173.27,2022-06-28,15,3,206,10,8,10.0,113,9,16,0.0,1019,53,16,16,480.87,15.20,5,5
18,176.57,2022-06-28,16,3,209,10,9,11.0,113,8,18,0.0,1019,47,18,18,508.27,14.54,6,5
19,176.47,2022-06-28,17,4,213,10,82,12.0,176,8,19,0.1,1018,41,19,19,516.40,14.21,6,4
20,178.47,2022-06-28,17,4,205,10,75,13.0,176,5,20,0.1,1018,39,20,20,528.27,14.39,6,4
22,174.00,2022-06-28,15,4,197,10,7,14.0,113,6,24,0.0,1017,37,22,22,530.33,13.02,6,6
22,169.93,2022-06-28,16,4,189,10,80,15.0,176,9,24,0.1,1017,35,24,22,532.53,14.15,6,5
23,163.00,2022-06-28,15,4,181,10,8,16.0,113,8,24,0.0,1017,38,24,23,556.27,13.70,6,6
22,158.90,2022-06-28,13,3,174,10,10,17.0,113,8,24,0.0,1017,41,24,22,538.27,12.78,5,6
21,135.03,2022-06-28,12,3,166,10,12,18.0,113,9,24,0.0,1018,45,21,21,504.33,11.63,5,1
19,64.70,2022-06-28,11,3,118,10,10,19.0,113,9,19,0.0,1019,58,19,19,177.93,4.13,5,1
17,56.90,2022-06-28,12,3,70,10,9,20.0,113,12,17,0.0,1020,72,17,17,152.00,3.51,5,1
15,48.47,2022-06-28,9,3,22,10,7,21.0,113,12,15,0.0,1021,86,15,15,147.47,3.40,5,1
15,45.47,2022-06-28,8,3,16,10,12,22.0,113,12,15,0.0,1021,87,15,15,144.93,2.98,5,1
14,38.97,2022-06-28,11,2,10,10,16,23.0,113,12,14,0.0,1021,89,15,15,142.00,2.08,4,1
14,39.77,2022-06-29,12,2,4,10,20,0.0,113,12,14,0.0,1021,90,15,15,137.07,2.11,3,1
14,38.47,2022-06-29,12,2,73,10,20,1.0,113,12,14,0.0,1020,91,14,14,134.93,2.12,3,1
13,38.03,2022-06-29,11,1,142,10,20,2.0,113,11,13,0.0,1020,91,13,13,132.53,2.10,2,1
13,38.50,2022-06-29,12,1,211,10,20,3.0,113,11,13,0.0,1019,91,13,13,133.47,2.15,2,1
12,38.73,2022-06-29,12,1,231,10,17,4.0,113,11,12,0.0,1019,90,12,12,132.40,2.10,2,1
11,46.17,2022-06-29,12,1,251,10,13,5.0,113,9,11,0.0,1019,89,11,11,134.60,3.11,2,1
11,71.80,2022-06-29,13,2,271,10,10,6.0,113,9,11,0.0,1019,89,11,11,205.93,5.50,3,4
13,134.97,2022-06-29,13,3,251,10,8,7.0,113,8,13,0.0,1018,77,13,13,371.40,12.39,4,4
15,153.63,2022-06-29,11,4,231,10,6,8.0,113,8,15,0.0,1018,65,15,15,382.47,12.75,6,4
18,182.70,2022-06-29,8,4,210,10,4,9.0,113,8,18,0.0,1017,53,18,18,446.60,15.22,7,5
19,188.77,2022-06-29,15,5,209,10,5,10.0,113,7,19,0.0,1016,48,19,19,497.73,16.58,8,5
20,193.00,2022-06-29,17,6,207,10,6,11.0,113,7,20,0.0,1016,43,20,20,542.87,15.75,9,5
21,191.73,2022-06-29,18,6,205,10,76,12.0,176,7,21,0.1,1015,37,21,21,582.33,15.14,10,5
21,185.67,2022-06-29,20,7,210,10,88,13.0,176,5,24,0.1,1015,36,21,21,608.13,13.93,12,5
23,182.50,2022-06-29,21,8,214,10,5,14.0,113,6,24,0.0,1014,35,24,23,600.40,12.76,13,6
24,181.23,2022-06-29,21,6,218,10,4,15.0,113,7,24,0.0,1014,33,24,24,596.00,12.35,10,6
24,172.67,2022-06-29,19,5,223,10,5,16.0,113,7,24,0.0,1013,35,24,24,591.67,12.00,8,6
23,162.93,2022-06-29,17,4,228,10,5,17.0,113,8,24,0.0,1013,37,24,23,558.87,11.97,6,6
23,136.77,2022-06-29,17,6,233,10,5,18.0,113,9,24,0.0,1013,40,24,23,492.93,11.01,10,1
20,66.67,2022-06-29,14,5,169,10,70,19.0,176,9,20,0.1,1013,53,20,20,173.73,3.48,8,1
17,57.17,2022-06-29,12,3,105,10,89,20.0,176,10,17,0.2,1014,67,17,17,151.00,3.51,5,1
16,47.47,2022-06-29,5,2,40,10,74,21.0,176,12,16,0.4,1015,80,16,16,145.93,3.50,3,1
16,44.67,2022-06-29,6,2,76,10,8,22.0,113,12,16,0.0,1016,83,16,16,143.07,2.97,3,1
15,39.77,2022-06-29,11,3,111,10,78,23.0,176,12,15,0.2,1016,86,16,16,143.47,2.15,4,1
14,39.50,2022-06-30,15,3,146,10,13,0.0,113,12,14,0.0,1016,89,15,15,140.87,2.11,5,1
14,39.00,2022-06-30,18,4,159,10,12,1.0,113,12,14,0.0,1016,88,14,14,140.13,2.16,6,1
14,38.73,2022-06-30,20,4,173,10,11,2.0,113,12,14,0.0,1016,88,14,14,136.93,2.08,7,1
13,39.00,2022-06-30,22,5,186,10,10,3.0,113,11,13,0.0,1015,87,13,13,136.00,2.10,8,1
13,39.80,2022-06-30,21,4,188,10,8,4.0,113,10,13,0.0,1015,83,13,13,134.13,2.26,6,1
13,47.07,2022-06-30,20,3,189,10,6,5.0,113,9,13,0.0,1015,78,13,13,135.40,3.63,5,1
13,64.53,2022-06-30,19,2,191,10,4,6.0,113,7,13,0.0,1015,73,13,13,208.33,4.99,4,4
14,131.50,2022-06-30,20,4,189,10,7,7.0,113,7,14,0.0,1014,66,14,14,409.40,12.80,6,4
16,152.90,2022-06-30,19,5,187,10,10,8.0,113,9,16,0.0,1014,59,16,16,416.13,14.52,9,5
18,169.40,2022-06-30,21,7,186,10,13,9.0,113,8,18,0.0,1013,52,18,18,446.93,15.03,11,5
18,185.33,2022-06-30,25,7,183,10,13,10.0,113,8,18,0.0,1013,49,18,18,488.73,16.28,11,5
19,194.53,2022-06-30,33,8,181,10,13,11.0,113,7,19,0.0,1013,45,19,19,517.20,16.84,12,5
20,197.27,2022-06-30,33,9,178,10,12,12.0,113,7,20,0.0,1013,42,20,20,560.33,18.74,14,5
20,188.63,2022-06-30,31,9,179,10,15,13.0,113,8,20,0.0,1013,43,20,20,602.87,18.81,14,6
21,184.00,2022-06-30,30,8,179,10,18,14.0,113,8,21,0.0,1013,44,21,21,550.60,16.51,13,6
22,179.17,2022-06-30,28,8,179,10,83,15.0,356,10,24,1.9,1013,45,22,22,554.00,15.92,13,5
21,171.47,2022-06-30,28,7,180,10,86,16.0,356,10,24,6.3,1013,49,21,21,541.20,15.80,11,5
21,166.70,2022-06-30,20,7,180,9,72,17.0,356,11,21,1.7,1012,53,21,21,518.40,15.91,11,5
20,139.27,2022-06-30,26,6,180,9,87,18.0,299,11,20,0.5,1012,56,20,20,454.27,14.80,10,1
18,72.93,2022-06-30,14,5,167,9,87,19.0,299,11,18,0.7,1014,69,18,18,164.80,6.62,8,1
15,63.87,2022-06-30,15,5,154,10,70,20.0,305,12,15,1.3,1015,81,15,15,150.47,3.71,7,1
13,50.00,2022-06-30,13,2,141,10,85,21.0,176,12,13,0.4,1016,94,14,14,149.00,3.48,3,1
13,45.40,2022-06-30,16,2,154,7,81,22.0,176,12,13,0.4,1017,94,13,13,147.47,3.00,3,1
12,39.77,2022-06-30,15,2,168,5,61,23.0,299,12,12,0.6,1017,95,13,13,142.00,2.17,3,1
12,39.23,2022-07-01,17,2,181,2,75,0.0,299,11,12,0.9,1018,95,13,13,138.87,2.12,3,1
12,39.73,2022-07-01,15,3,193,1,84,1.0,356,11,12,1.6,1018,96,12,12,136.07,2.19,4,1
11,39.00,2022-07-01,14,3,204,1,92,2.0,356,11,11,1.9,1018,97,11,11,134.00,2.18,5,1
11,38.77,2022-07-01,15,4,215,0,100,3.0,305,11,11,1.1,1018,99,11,11,134.40,2.16,6,1
11,40.33,2022-07-01,16,3,220,1,95,4.0,176,10,11,0.4,1018,98,10,10,134.47,2.30,5,1
11,47.77,2022-07-01,15,3,224,1,90,5.0,122,11,11,0.0,1018,97,12,12,134.60,3.68,4,1
11,66.07,2022-07-01,15,2,229,2,84,6.0,119,11,11,0.0,1018,97,12,12,204.40,5.64,3,3
12,128.47,2022-07-01,17,3,222,5,61,7.0,119,10,12,0.0,1017,88,12,12,388.73,13.19,5,3
12,152.40,2022-07-01,20,5,216,7,38,8.0,116,10,12,0.0,1017,78,12,12,376.93,16.55,8,4
14,169.07,2022-07-01,21,6,210,10,15,9.0,113,9,14,0.0,1017,69,13,13,398.33,17.52,10,4
15,169.97,2022-07-01,21,6,213,10,13,10.0,113,8,15,0.0,1017,59,15,15,451.20,17.28,10,5
17,179.33,2022-07-01,20,4,216,10,10,11.0,113,7,17,0.0,1017,49,17,17,476.80,17.46,7,5
18,181.83,2022-07-01,15,4,220,10,7,12.0,113,4,18,0.0,1016,39,18,18,497.73,18.17,6,5
20,183.23,2022-07-01,19,4,215,10,7,13.0,113,5,20,0.0,1016,38,20,20,516.53,17.77,6,5
22,175.63,2022-07-01,19,4,210,10,7,14.0,113,7,24,0.0,1017,37,24,22,503.20,14.60,7,6
23,168.43,2022-07-01,18,4,205,10,6,15.0,113,9,24,0.0,1017,36,24,23,489.80,13.69,7,6
24,149.33,2022-07-01,19,4,199,10,6,16.0,113,8,24,0.0,1017,37,24,24,444.33,13.68,7,6
23,141.20,2022-07-01,19,4,194,10,6,17.0,113,8,24,0.0,1017,38,24,23,436.87,13.52,7,6
22,126.87,2022-07-01,17,6,188,10,6,18.0,113,8,24,0.0,1017,40,24,22,386.13,12.23,10,1
19,53.90,2022-07-01,14,5,160,10,7,19.0,113,9,19,0.0,1019,55,19,19,146.53,3.61,8,1
16,47.97,2022-07-01,8,4,133,10,8,20.0,113,10,16,0.0,1020,69,16,16,135.47,3.49,6,1
15,46.00,2022-07-01,11,2,106,10,8,21.0,113,10,15,0.0,1022,84,16,16,134.40,3.46,4,1
14,43.70,2022-07-01,10,2,172,10,6,22.0,113,10,14,0.0,1022,82,15,15,133.47,3.03,3,1
13,38.73,2022-07-01,11,2,238,10,4,23.0,113,10,13,0.0,1023,80,13,13,132.00,2.18,3,1
13,39.00,2022-07-02,12,1,304,10,3,0.0,113,10,13,0.0,1023,79,13,13,128.53,2.04,2,1
13,37.50,2022-07-02,13,2,285,10,3,1.0,113,9,13,0.0,1023,79,13,13,127.47,2.11,3,1
12,37.77,2022-07-02,15,2,265,10,3,2.0,113,9,12,0.0,1023,79,13,13,129.07,2.10,3,1
12,37.97,2022-07-02,16,2,246,10,3,3.0,113,8,12,0.0,1023,79,12,12,124.53,2.07,4,1
12,38.40,2022-07-02,15,3,249,10,13,4.0,113,8,12,0.0,1023,74,13,13,128.47,2.12,4,1
12,37.32,2022-07-02,15,3,253,10,24,5.0,113,7,12,0.0,1023,69,13,13,125.02,2.03,4,1
12,36.48,2022-07-02,14,3,256,10,34,6.0,116,5,12,0.0,1023,64,12,12,124.62,2.01,4,4
14,35.90,2022-07-02,14,3,244,10,24,7.0,113,6,14,0.0,1022,58,15,15,127.26,2.02,5,4
17,36.73,2022-07-02,16,4,233,10,13,8.0,113,7,17,0.0,1022,51,17,17,134.35,1.97,6,5
20,36.80,2022-07-02,16,5,222,10,2,9.0,113,8,20,0.0,1021,45,20,20,138.58,1.98,8,5
22,38.14,2022-07-02,17,5,218,10,3,10.0,113,9,24,0.0,1021,41,22,22,140.19,2.00,9,6
23,37.55,2022-07-02,18,6,213,10,4,11.0,113,9,24,0.0,1021,36,24,23,146.88,2.01,10,6
23,37.88,2022-07-02,22,4,209,10,5,12.0,113,9,24,0.0,1021,32,24,23,146.50,2.00,7,6
24,38.50,2022-07-02,21,7,208,10,5,13.0,113,6,24,0.0,1020,31,24,24,148.00,2.06,12,6
26,38.13,2022-07-02,23,6,206,10,5,14.0,113,7,26,0.0,1020,29,26,26,150.75,1.99,9,7
27,38.94,2022-07-02,23,6,205,10,5,15.0,113,10,27,0.0,1020,28,27,27,148.98,2.02,10,7
28,38.50,2022-07-02,19,8,213,10,6,16.0,113,9,27,0.0,1020,32,27,28,147.93,2.02,13,7
27,39.50,2022-07-02,19,7,222,10,7,17.0,113,10,26,0.0,1020,36,26,27,146.00,2.02,11,7
26,39.00,2022-07-02,17,6,231,10,8,18.0,113,11,26,0.0,1021,40,26,26,145.60,2.05,9,1
23,38.27,2022-07-02,13,4,229,10,6,19.0,113,11,25,0.0,1021,49,25,23,143.00,2.03,7,1
20,38.23,2022-07-02,10,3,227,10,4,20.0,113,11,20,0.0,1022,58,20,20,142.93,2.04,4,1
18,39.50,2022-07-02,9,1,225,10,2,21.0,113,12,18,0.0,1023,67,18,18,137.93,2.10,2,1
17,40.00,2022-07-02,10,1,264,10,2,22.0,113,11,17,0.0,1023,67,17,17,136.47,2.09,2,1
17,39.00,2022-07-02,11,2,302,10,1,23.0,113,11,17,0.0,1024,68,17,17,134.47,2.09,3,1
16,39.03,2022-07-03,11,2,340,10,0,0.0,113,11,16,0.0,1024,69,16,16,131.00,2.11,3,1
17,39.23,2022-07-03,11,2,310,10,0,1.0,113,12,17,0.0,1024,67,17,17,128.93,2.09,3,1
16,38.50,2022-07-03,11,2,279,10,0,2.0,113,9,16,0.0,1023,65,16,16,129.53,2.10,3,1
16,39.23,2022-07-03,9,2,249,10,0,3.0,113,9,16,0.0,1023,64,16,16,127.07,2.11,3,1
15,39.00,2022-07-03,5,1,264,10,1,4.0,113,8,15,0.0,1023,63,15,15,125.47,2.11,2,1
15,39.00,2022-07-03,8,1,280,10,2,5.0,113,8,15,0.0,1023,62,15,15,127.60,2.09,2,1
15,37.00,2022-07-03,7,1,296,10,3,6.0,113,8,15,0.0,1023,61,15,15,126.87,2.00,1,4
18,36.50,2022-07-03,8,2,271,10,3,7.0,113,8,18,0.0,1022,54,18,18,129.00,2.00,3,5
21,36.47,2022-07-03,5,2,246,10,3,8.0,113,9,21,0.0,1022,48,21,21,135.53,2.05,4,6
24,36.77,2022-07-03,6,3,221,10,3,9.0,113,10,25,0.0,1021,41,25,24,138.60,1.98,5,6
25,36.77,2022-07-03,8,5,221,10,2,10.0,113,8,25,0.0,1021,36,25,25,144.07,2.00,7,6
26,38.50,2022-07-03,11,6,222,10,1,11.0,113,7,25,0.0,1020,31,25,26,151.93,2.11,10,7
27,38.23,2022-07-03,14,5,223,10,0,12.0,113,6,25,0.0,1020,26,25,27,157.13,2.01,8,7
28,38.50,2022-07-03,20,7,231,10,23,13.0,113,6,26,0.0,1020,25,26,28,155.13,2.05,11,7
28,38.03,2022-07-03,16,6,239,9,80,14.0,356,10,27,2.6,1019,23,27,28,155.20,2.02,10,6
28,38.23,2022-07-03,18,6,247,9,69,15.0,176,10,27,0.2,1019,22,27,28,153.67,2.02,9,6
26,38.00,2022-07-03,11,6,202,9,75,16.0,176,12,27,0.3,1020,34,27,26,153.07,1.98,9,6
25,39.00,2022-07-03,18,6,158,10,81,17.0,119,12,26,0.0,1020,47,26,25,153.40,2.02,9,6
23,39.00,2022-07-03,15,6,114,10,87,18.0,122,15,25,0.0,1020,59,25,23,153.53,2.01,9,1
23,38.50,2022-07-03,16,5,190,10,81,19.0,176,15,25,0.1,1022,64,25,23,149.80,2.02,8,1
20,38.27,2022-07-03,10,5,267,9,74,20.0,176,14,20,0.2,1023,68,20,20,146.60,2.05,7,1
19,38.77,2022-07-03,15,4,344,9,68,21.0,119,13,19,0.0,1024,72,19,19,142.53,2.08,6,1
18,38.97,2022-07-03,16,4,230,9,72,22.0,119,13,18,0.0,1023,76,18,18,143.47,2.14,6,1
17,40.00,2022-07-03,16,4,116,9,77,23.0,119,13,17,0.0,1023,80,17,17,142.53,2.08,6,1
18,39.50,2022-07-04,15,3,2,9,81,0.0,119,14,18,0.0,1023,84,18,18,137.40,2.21,5,1
17,38.27,2022-07-04,14,3,69,9,56,1.0,116,13,17,0.0,1023,83,17,17,135.00,2.08,5,1
17,38.50,2022-07-04,13,2,135,10,31,2.0,116,13,17,0.0,1022,81,17,17,135.93,2.11,4,1
17,39.50,2022-07-04,12,2,202,10,6,3.0,113,12,17,0.0,1022,79,17,17,132.53,2.11,3,1
17,40.57,2022-07-04,11,1,217,10,6,4.0,113,12,17,0.0,1022,79,17,17,131.60,2.32,2,1
17,48.07,2022-07-04,11,1,232,10,5,5.0,113,12,17,0.0,1022,78,17,17,131.47,3.47,2,1
17,67.80,2022-07-04,10,1,247,10,5,6.0,113,12,17,0.0,1022,78,17,17,233.07,5.38,1,5
18,133.47,2022-07-04,12,2,239,10,5,7.0,113,11,18,0.0,1021,68,18,18,448.27,13.31,3,5
20,155.37,2022-07-04,12,3,230,10,5,8.0,113,11,20,0.0,1021,59,20,20,471.47,11.83,5,5
22,173.73,2022-07-04,13,4,222,10,4,9.0,113,11,24,0.0,1020,50,24,22,486.80,9.07,6,6
24,204.17,2022-07-04,16,5,223,10,4,10.0,113,11,25,0.0,1020,45,25,24,535.07,9.34,9,6
26,204.67,2022-07-04,24,7,224,10,4,11.0,113,11,26,0.0,1019,39,26,26,576.53,9.41,11,7
26,199.97,2022-07-04,23,4,225,10,4,12.0,113,12,26,0.0,1019,34,26,26,577.33,9.82,7,7
27,191.63,2022-07-04,23,6,225,10,79,13.0,176,12,27,0.1,1019,33,27,27,559.40,9.76,9,6
27,182.23,2022-07-04,23,8,226,10,79,14.0,176,12,27,0.2,1019,32,27,27,553.60,9.09,13,6
27,176.13,2022-07-04,23,4,226,10,89,15.0,305,11,27,1.3,1018,32,27,27,554.47,8.63,7,6
27,158.63,2022-07-04,21,4,230,10,83,16.0,299,11,27,0.5,1019,38,27,27,536.73,8.09,6,6
26,145.17,2022-07-04,19,4,234,10,53,17.0,299,12,26,0.6,1019,44,26,26,524.40,8.13,7,6
25,129.83,2022-07-04,17,2,239,10,72,18.0,299,14,26,0.5,1019,51,26,25,504.47,7.53,4,1
22,65.05,2022-07-04,14,3,170,10,51,19.0,176,14,25,0.4,1021,64,22,22,169.64,3.60,5,1
21,53.88,2022-07-04,9,4,102,10,80,20.0,176,14,21,0.1,1022,77,21,21,158.96,3.42,6,1
19,52.73,2022-07-04,15,4,34,10,76,21.0,176,14,19,0.1,1023,90,19,19,156.93,3.44,6,1
