tempC,Q-Enginyeria (Cos Central) [kWh] [Q-Enginyeria],date,WindGustKmph,windspeedMiles,winddirDegree,visibility,cloudcover,time,weatherCode,DewPointC,HeatIndexC,precipMM,pressure,humidity,FeelsLikeC,WindChillC,Q-Enginyeria (Química) [kWh] [Q-Enginyeria],Q-Enginyeria (Espina 4) [kWh] [Q-Enginyeria],windspeedKmph,uvIndex
4,34.58,2022-01-22,17,6,359,10,6,15.0,113,0,4,0.0,1026,74,2,2,85.43,1.65,10,2
3,34.69,2022-01-22,18,6,358,10,4,16.0,113,-1,3,0.0,1028,76,0,0,82.81,1.70,10,2
1,33.26,2022-01-22,17,6,356,10,2,17.0,113,-2,1,0.0,1029,79,-2,-2,84.62,1.65,10,2
-1,35.47,2022-01-22,20,7,355,10,0,18.0,113,-3,-1,0.0,1030,81,-4,-4,83.60,1.79,11,1
-1,35.20,2022-01-22,21,7,356,10,0,19.0,113,-5,-1,0.0,1031,79,-5,-5,81.70,1.81,11,1
-2,35.33,2022-01-22,23,7,357,10,0,20.0,113,-6,-2,0.0,1032,77,-6,-6,81.70,1.78,11,1
-2,35.68,2022-01-22,24,7,358,10,0,21.0,113,-7,-2,0.0,1033,75,-6,-6,81.86,1.80,12,1
-3,34.90,2022-01-22,21,6,357,10,2,22.0,113,-7,-3,0.0,1033,77,-6,-6,83.24,1.76,10,1
-3,35.60,2022-01-22,17,5,356,10,3,23.0,113,-8,-3,0.0,1033,80,-6,-6,78.05,1.81,8,1
-4,36.03,2022-01-23,14,4,355,10,5,0.0,113,-8,-4,0.0,1033,82,-6,-6,75.36,1.74,6,1
-4,35.14,2022-01-23,12,4,356,10,5,1.0,113,-8,-4,0.0,1033,82,-6,-6,72.75,1.80,6,1
-4,35.26,2022-01-23,11,3,357,10,5,2.0,113,-8,-4,0.0,1032,82,-6,-6,72.75,1.81,5,1
-4,35.87,2022-01-23,9,3,358,10,5,3.0,113,-8,-4,0.0,1032,82,-5,-5,22.50,1.76,4,1
-4,35.58,2022-01-23,9,3,239,10,4,4.0,113,-8,-4,0.0,1032,81,-5,-5,75.20,1.76,4,1
-4,35.43,2022-01-23,9,3,120,10,4,5.0,113,-8,-4,0.0,1032,80,-5,-5,73.70,1.78,4,1
-4,37.33,2022-01-23,8,2,1,10,4,6.0,113,-9,-4,0.0,1031,80,-5,-5,75.35,1.78,4,2
-4,37.38,2022-01-23,8,2,117,10,3,7.0,113,-8,-4,0.0,1031,78,-5,-5,77.25,1.79,4,2
-3,35.45,2022-01-23,7,2,234,10,3,8.0,113,-8,-3,0.0,1031,77,-5,-5,82.14,1.65,3,2
-3,34.45,2022-01-23,7,2,351,10,2,9.0,113,-8,-3,0.0,1031,76,-4,-4,88.76,1.63,3,2
-2,35.40,2022-01-23,10,2,276,10,3,10.0,113,-6,-2,0.0,1029,73,-2,-2,83.70,1.60,3,2
1,34.05,2022-01-23,10,1,201,10,3,11.0,113,-4,1,0.0,1027,71,1,1,81.60,1.65,2,2
3,33.75,2022-01-23,10,1,126,10,4,12.0,113,-2,3,0.0,1026,68,3,3,81.80,1.68,2,2
4,34.03,2022-01-23,11,1,122,10,4,13.0,113,-1,4,0.0,1025,69,4,4,84.30,1.68,2,2
